TRACKINGNUMBER,ORDERNUMBER,DATE,RECEIVER,COST,WEIGHT,RECEIVERORDERNUMBER
"1Z9842480340859608","321773","20200626","BAKER & TAYLOR CO-MOMENCE","136.76","39.0","MOM6051329"
"1Z9842480340859608","321773","20200626","BAKER & TAYLOR CO-MOMENCE","136.76","26.0","MOM6051329"
"1Z9842480340859608","321773","20200626","BAKER & TAYLOR CO-MOMENCE","136.76","34.0","MOM6051329"
"1Z9842480340859608","321773","20200626","BAKER & TAYLOR CO-MOMENCE","136.76","33.0","MOM6051329"
"1Z9842480340859608","321637-1","20200626","BAKER & TAYLOR CO-MOMENCE","136.76","3.0","MOM7076193"
"1Z9842480340859608","321497-1","20200626","BAKER & TAYLOR CO-MOMENCE","136.76","3.0","MOM3524622"
"1Z9842480340859608","321774-1","20200626","BAKER & TAYLOR CO-MOMENCE","136.76","3.0","MOM6051330"
"1Z9842480340859608","321773-1","20200626","BAKER & TAYLOR CO-MOMENCE","136.76","6.0","MOM6051329"
"1Z9842480340859608","322008","20200626","BAKER & TAYLOR CO-MOMENCE","136.76","14.0","MOM7076789"
"1Z9842480340859608","318479-5","20200626","BAKER & TAYLOR CO-MOMENCE","136.76","23.0","MOM6050910"
"1Z9842480340859608","321968","20200626","BAKER & TAYLOR CO-MOMENCE","136.76","17.0","MOM7076525"
"1Z9842480340859608","321969","20200626","BAKER & TAYLOR CO-MOMENCE","136.76","2.0","MOM3526617"
"1Z9842480340859608","321015-1","20200626","BAKER & TAYLOR CO-MOMENCE","136.76","1.0","MOM3521975"
"1Z9842480340859608","322009","20200626","BAKER & TAYLOR CO-MOMENCE","136.76","1.0","MOM7076790"
"1Z9842480340859608","321967","20200626","BAKER & TAYLOR CO-MOMENCE","136.76","31.0","MOM3525904"
"1Z9842480340859608","321773","20200626","BAKER & TAYLOR CO-MOMENCE","136.76","34.0","MOM6051329"
"1Z9842480340859608","321773","20200626","BAKER & TAYLOR CO-MOMENCE","136.76","36.0","MOM6051329"
"1Z9842480340859608","321773","20200626","BAKER & TAYLOR CO-MOMENCE","136.76","39.0","MOM6051329"
"1Z9842480340859608","321773","20200626","BAKER & TAYLOR CO-MOMENCE","136.76","26.0","MOM6051329"
"1Z9842480340859608","321773","20200626","BAKER & TAYLOR CO-MOMENCE","136.76","34.0","MOM6051329"
"1Z9842480340859608","321773","20200626","BAKER & TAYLOR CO-MOMENCE","136.76","33.0","MOM6051329"
"1Z9842480340859608","321637-1","20200626","BAKER & TAYLOR CO-MOMENCE","136.76","3.0","MOM7076193"
"1Z9842480340859608","321497-1","20200626","BAKER & TAYLOR CO-MOMENCE","136.76","3.0","MOM3524622"
"1Z9842480340859608","321774-1","20200626","BAKER & TAYLOR CO-MOMENCE","136.76","3.0","MOM6051330"
"1Z9842480340859608","321773-1","20200626","BAKER & TAYLOR CO-MOMENCE","136.76","6.0","MOM6051329"
"1Z9842480340859608","322008","20200626","BAKER & TAYLOR CO-MOMENCE","136.76","14.0","MOM7076789"
"1Z9842480340859608","318479-5","20200626","BAKER & TAYLOR CO-MOMENCE","136.76","23.0","MOM6050910"
"1Z9842480340859608","321968","20200626","BAKER & TAYLOR CO-MOMENCE","136.76","17.0","MOM7076525"
"1Z9842480340859608","321969","20200626","BAKER & TAYLOR CO-MOMENCE","136.76","2.0","MOM3526617"
"1Z9842480340859608","321015-1","20200626","BAKER & TAYLOR CO-MOMENCE","136.76","1.0","MOM3521975"
"1Z9842480340859608","322009","20200626","BAKER & TAYLOR CO-MOMENCE","136.76","1.0","MOM7076790"
"1Z9842480340859608","321967","20200626","BAKER & TAYLOR CO-MOMENCE","136.76","31.0","MOM3525904"
"1Z9842480342679577","321773","20200626","BAKER & TAYLOR CO-MOMENCE","0.00","34.0","MOM6051329"
"1Z9842480342679577","321773","20200626","BAKER & TAYLOR CO-MOMENCE","0.00","36.0","MOM6051329"
"1Z9842480342679577","321773","20200626","BAKER & TAYLOR CO-MOMENCE","0.00","39.0","MOM6051329"
"1Z9842480342679577","321773","20200626","BAKER & TAYLOR CO-MOMENCE","0.00","26.0","MOM6051329"
"1Z9842480342679577","321773","20200626","BAKER & TAYLOR CO-MOMENCE","0.00","34.0","MOM6051329"
"1Z9842480342679577","321773","20200626","BAKER & TAYLOR CO-MOMENCE","0.00","33.0","MOM6051329"
"1Z9842480342679577","321637-1","20200626","BAKER & TAYLOR CO-MOMENCE","0.00","3.0","MOM7076193"
"1Z9842480342679577","321497-1","20200626","BAKER & TAYLOR CO-MOMENCE","0.00","3.0","MOM3524622"
"1Z9842480342679577","321774-1","20200626","BAKER & TAYLOR CO-MOMENCE","0.00","3.0","MOM6051330"
"1Z9842480342679577","321773-1","20200626","BAKER & TAYLOR CO-MOMENCE","0.00","6.0","MOM6051329"
"1Z9842480342679577","322008","20200626","BAKER & TAYLOR CO-MOMENCE","0.00","14.0","MOM7076789"
"1Z9842480342679577","318479-5","20200626","BAKER & TAYLOR CO-MOMENCE","0.00","23.0","MOM6050910"
"1Z9842480342679577","321968","20200626","BAKER & TAYLOR CO-MOMENCE","0.00","17.0","MOM7076525"
"1Z9842480342679577","321969","20200626","BAKER & TAYLOR CO-MOMENCE","0.00","2.0","MOM3526617"
"1Z9842480342679577","321015-1","20200626","BAKER & TAYLOR CO-MOMENCE","0.00","1.0","MOM3521975"
"1Z9842480342679577","322009","20200626","BAKER & TAYLOR CO-MOMENCE","0.00","1.0","MOM7076790"
"1Z9842480342679577","321967","20200626","BAKER & TAYLOR CO-MOMENCE","0.00","31.0","MOM3525904"
"1Z9842480341631717","321970","20200626","INGRAM BOOK CO","142.29","29.0","CZ171BYR"
"1Z9842480341631717","321970","20200626","INGRAM BOOK CO","142.29","33.0","CZ171BYR"
"1Z9842480341631717","321970","20200626","INGRAM BOOK CO","142.29","33.0","CZ171BYR"
"1Z9842480341631717","321970","20200626","INGRAM BOOK CO","142.29","35.0","CZ171BYR"
"1Z9842480341631717","321970","20200626","INGRAM BOOK CO","142.29","28.0","CZ171BYR"
"1Z9842480341631717","321970","20200626","INGRAM BOOK CO","142.29","28.0","CZ171BYR"
"1Z9842480341631717","321970","20200626","INGRAM BOOK CO","142.29","28.0","CZ171BYR"
"1Z9842480341631717","320671-1","20200626","INGRAM BOOK CO","142.29","29.0","CZ143BRR"
"1Z9842480341631717","321299-2","20200626","INGRAM BOOK CO","142.29","2.0","CZ157B6R"
"1Z9842480341631717","314026","20200626","INGRAM BOOK CO","142.29","3.0","CZ007CAN"
"1Z9842480341631717","320343-1","20200626","INGRAM BOOK CO","142.29","2.0","CZ136B0R"
"1Z9842480341631717","314485","20200626","INGRAM BOOK CO","142.29","5.0","CZ014CJN"
"1Z9842480341631717","320048-4","20200626","INGRAM BOOK CO","142.29","1.0","CZ129BYR"
"1Z9842480342012241","321974","20200626","INGRAM BOOK CO","152.83","33.0","NZ171BNR"
"1Z9842480342012241","321974","20200626","INGRAM BOOK CO","152.83","34.0","NZ171BNR"
"1Z9842480342012241","321974","20200626","INGRAM BOOK CO","152.83","34.0","NZ171BNR"
"1Z9842480342012241","321974","20200626","INGRAM BOOK CO","152.83","34.0","NZ171BNR"
"1Z9842480342012241","321974","20200626","INGRAM BOOK CO","152.83","33.0","NZ171BNR"
"1Z9842480342012241","321974","20200626","INGRAM BOOK CO","152.83","33.0","NZ171BNR"
"1Z9842480342012241","321974","20200626","INGRAM BOOK CO","152.83","28.0","NZ171BNR"
"1Z9842480342012241","321974","20200626","INGRAM BOOK CO","152.83","28.0","NZ171BNR"
"1Z9842480342012241","321974","20200626","INGRAM BOOK CO","152.83","28.0","NZ171BNR"
"1Z9842480342012241","314027","20200626","INGRAM BOOK CO","152.83","4.0","NZ007C3N"
"1Z9842480342012241","312437-4","20200626","INGRAM BOOK CO","152.83","3.0","NZ337CUN"
"1Z9842480342012241","317218-7","20200626","INGRAM BOOK CO","152.83","9.0","NZ059A3N"
"1Z9842480342012241","312772-6","20200626","INGRAM BOOK CO","152.83","4.0","NZ344BZN"
"1Z9842480342012241","320052-4","20200626","INGRAM BOOK CO","152.83","6.0","NZ129BHN"
"1Z9842480342012241","321606-2","20200626","INGRAM BOOK CO","152.83","3.0","NZ164BMR"
"1Z9842480342012241","321185-1","20200626","INGRAM BOOK CO","152.83","3.0","NZ156BJN"
"1Z9842480342012241","320346-4","20200626","INGRAM BOOK CO","152.83","7.0","NZ136BPR"
"1Z9842480342012241","320674-3","20200626","INGRAM BOOK CO","152.83","4.0","NZ143A9R"
"1Z9842480342012241","321973","20200626","INGRAM BOOK CO","152.83","8.0","NZ171BFN"
"1Z9842486641367494","322091","20200626","J H VIERSMA","58.13","4.0",
"1Z9842480340468110","322260","20200629","PRAIRIE LIGHTS BOOKS","8.74","2.0","8613"
"1Z9842480341555327","322261","20200629","RIFFRAFF","12.22","10.0","11400"
"1Z9842480341875133","322208","20200629","ESO WON BOOKS","10.20","19.0","15822"
"1Z9842486640879531","321737","20200701","DIVIDED PUBLISHING","105.01","22.0",
"1Z9842480441347587","320893","20200701","TONY RUDOLF","200.99","21.0",
"1Z9842480441347587","320893","20200701","TONY RUDOLF","200.99","21.0",
"1Z9842480340735661","322298","20200702","INGRAM BOOK CO","142.31","9.0","CZ178BNN"
"1Z9842480340735661","322299-1","20200702","INGRAM BOOK CO","142.31","3.0","CZ178BUR"
"1Z9842480340735661","320670-1","20200702","INGRAM BOOK CO","142.31","2.0","CZ143A8N"
"1Z9842480340735661","322299","20200702","INGRAM BOOK CO","142.31","21.0","CZ178BUR"
"1Z9842480340735661","322299","20200702","INGRAM BOOK CO","142.31","41.0","CZ178BUR"
"1Z9842480340735661","322299","20200702","INGRAM BOOK CO","142.31","35.0","CZ178BUR"
"1Z9842480340735661","322299","20200702","INGRAM BOOK CO","142.31","28.0","CZ178BUR"
"1Z9842480340735661","322299","20200702","INGRAM BOOK CO","142.31","28.0","CZ178BUR"
"1Z9842480340735661","322299","20200702","INGRAM BOOK CO","142.31","28.0","CZ178BUR"
"1Z9842480340235031","322302","20200702","INGRAM BOOK CO","136.73","35.0","NZ178BJR"
"1Z9842480340235031","322302","20200702","INGRAM BOOK CO","136.73","32.0","NZ178BJR"
"1Z9842480340235031","322302","20200702","INGRAM BOOK CO","136.73","36.0","NZ178BJR"
"1Z9842480340235031","322302","20200702","INGRAM BOOK CO","136.73","38.0","NZ178BJR"
"1Z9842480340235031","322302","20200702","INGRAM BOOK CO","136.73","30.0","NZ178BJR"
"1Z9842480340235031","322302-1","20200702","INGRAM BOOK CO","136.73","13.0","NZ178BJR"
"1Z9842480340235031","321974-1","20200702","INGRAM BOOK CO","136.73","9.0","NZ171BNR"
"1Z9842480340235031","321303-3","20200702","INGRAM BOOK CO","136.73","4.0","NZ157BMR"
"1Z9842480340235031","321606-3","20200702","INGRAM BOOK CO","136.73","3.0","NZ164BMR"
"1Z9842480340235031","320051-5","20200702","INGRAM BOOK CO","136.73","4.0","NZ129BFR"
"1Z9842480340235031","320675-2","20200702","INGRAM BOOK CO","136.73","1.0","NZ143BBN"
"1Z9842480340235031","321021-2","20200702","INGRAM BOOK CO","136.73","2.0","NZ150CUR"
"1Z9842480340235031","321185-2","20200702","INGRAM BOOK CO","136.73","1.0","NZ156BJN"
"1Z9842480340235031","319739-3","20200702","INGRAM BOOK CO","136.73","3.0","NZ122A8N"
"1Z9842480340235031","319450-2","20200702","INGRAM BOOK CO","136.73","2.0","NZ115BGN"
"1Z9842480340235031","322303","20200702","INGRAM BOOK CO","136.73","33.0","NZ178BPN"
"1Z9842480340235031","322303","20200702","INGRAM BOOK CO","136.73","10.0","NZ178BPN"
"1Z9842486642730651","322489","20200706","AMY DE'ATH","58.42","4.0",
"1Z9842486840715454","322767","20200709","BROCK UNIV CAMPUS STORE BOOKS","112.33","39.0","63343"
"1Z9842486840715454","322767","20200709","BROCK UNIV CAMPUS STORE BOOKS","112.33","39.0","63343"
"1Z9842486840715454","322767","20200709","BROCK UNIV CAMPUS STORE BOOKS","112.33","46.0","63343"
"1Z9842480341858554","322588","20200710","INGRAM BOOK CO","142.64","27.0","CZ184C5R"
"1Z9842480341858554","322588","20200710","INGRAM BOOK CO","142.64","30.0","CZ184C5R"
"1Z9842480341858554","322588","20200710","INGRAM BOOK CO","142.64","40.0","CZ184C5R"
"1Z9842480341858554","322588","20200710","INGRAM BOOK CO","142.64","25.0","CZ184C5R"
"1Z9842480341858554","322588","20200710","INGRAM BOOK CO","142.64","25.0","CZ184C5R"
"1Z9842480341858554","322588-1","20200710","INGRAM BOOK CO","142.64","9.0","CZ184C5R"
"1Z9842480341858554","321602-2","20200710","INGRAM BOOK CO","142.64","10.0","CZ164BSR"
"1Z9842480341858554","321970-1","20200710","INGRAM BOOK CO","142.64","19.0","CZ171BYR"
"1Z9842480341858554","322299-2","20200710","INGRAM BOOK CO","142.64","41.0","CZ178BUR"
"1Z9842480342902646","319917-1","20200710","INGRAM BOOK CO","145.12","12.0","NZ128CEN"
"1Z9842480342902646","322590","20200710","INGRAM BOOK CO","145.12","2.0","NZ184BJN"
"1Z9842480342902646","320674-4","20200710","INGRAM BOOK CO","145.12","1.0","NZ143A9R"
"1Z9842480342902646","320346-5","20200710","INGRAM BOOK CO","145.12","2.0","NZ136BPR"
"1Z9842480342902646","320052-5","20200710","INGRAM BOOK CO","145.12","4.0","NZ129BHN"
"1Z9842480342902646","320675-3","20200710","INGRAM BOOK CO","145.12","7.0","NZ143BBN"
"1Z9842480342902646","321776-1","20200710","INGRAM BOOK CO","145.12","6.0","NZ169BQN"
"1Z9842480342902646","321606-4","20200710","INGRAM BOOK CO","145.12","3.0","NZ164BMR"
"1Z9842480342902646","322303-1","20200710","INGRAM BOOK CO","145.12","4.0","NZ178BPN"
"1Z9842480342902646","322591-1","20200710","INGRAM BOOK CO","145.12","10.0","NZ184CPR"
"1Z9842480342902646","322302-2","20200710","INGRAM BOOK CO","145.12","12.0","NZ178BJR"
"1Z9842480342902646","321974-2","20200710","INGRAM BOOK CO","145.12","10.0","NZ171BNR"
"1Z9842480342902646","321973-1","20200710","INGRAM BOOK CO","145.12","5.0","NZ171BFN"
"1Z9842480342902646","322591","20200710","INGRAM BOOK CO","145.12","35.0","NZ184CPR"
"1Z9842480342902646","322591","20200710","INGRAM BOOK CO","145.12","34.0","NZ184CPR"
"1Z9842480342902646","322591","20200710","INGRAM BOOK CO","145.12","35.0","NZ184CPR"
"1Z9842480342902646","322591","20200710","INGRAM BOOK CO","145.12","34.0","NZ184CPR"
"1Z9842480342902646","322591","20200710","INGRAM BOOK CO","145.12","36.0","NZ184CPR"
"1Z9842480340218103","323018","20200714","A BOOK COMPANY LLC","0.00","10.0","WD1066605"
"1Z9842480342274736","323146","20200717","BEASTLY BOOKS","9.56","10.0","EVENT082320"
"1Z9842480340696249","322936","20200717","INGRAM BOOK CO","158.49","19.0","NZ192BEN"
"1Z9842480340696249","322303-2","20200717","INGRAM BOOK CO","158.49","39.0","NZ178BPN"
"1Z9842480340696249","321974-3","20200717","INGRAM BOOK CO","158.49","3.0","NZ171BNR"
"1Z9842480340696249","322938","20200717","INGRAM BOOK CO","158.49","3.0","NZ192EER"
"1Z9842480340696249","319739-4","20200717","INGRAM BOOK CO","158.49","2.0","NZ122A8N"
"1Z9842480340696249","322591-2","20200717","INGRAM BOOK CO","158.49","2.0","NZ184CPR"
"1Z9842480340696249","322590-1","20200717","INGRAM BOOK CO","158.49","2.0","NZ184BJN"
"1Z9842480340696249","322937","20200717","INGRAM BOOK CO","158.49","3.0","NZ192BLR"
"1Z9842480340696249","322937","20200717","INGRAM BOOK CO","158.49","32.0","NZ192BLR"
"1Z9842480340696249","322937","20200717","INGRAM BOOK CO","158.49","35.0","NZ192BLR"
"1Z9842480340696249","322937","20200717","INGRAM BOOK CO","158.49","37.0","NZ192BLR"
"1Z9842480340696249","322937","20200717","INGRAM BOOK CO","158.49","35.0","NZ192BLR"
"1Z9842480340696249","322937","20200717","INGRAM BOOK CO","158.49","32.0","NZ192BLR"
"1Z9842480340696249","322937","20200717","INGRAM BOOK CO","158.49","38.0","NZ192BLR"
"1Z9842480340696249","322937","20200717","INGRAM BOOK CO","158.49","38.0","NZ192BLR"
"1Z9842480340696249","322937","20200717","INGRAM BOOK CO","158.49","28.0","NZ192BLR"
"1Z9842480340696249","322937","20200717","INGRAM BOOK CO","158.49","28.0","NZ192BLR"
"1Z9842480340696249","322937","20200717","INGRAM BOOK CO","158.49","28.0","NZ192BLR"
"1Z9842486841014601","323282","20200721","UNIVERSITY OF VICTORIA BOOKS","23.64","5.0","10002229"
"1Z9842480341537865","323449","20200723","BOOKS ARE MAGIC","8.76","3.0","A0810"
"1Z9842480340855371","323265","20200724","INGRAM BOOK CO","83.06","28.0","EZ199BTR"
"1Z9842480340855371","323265","20200724","INGRAM BOOK CO","83.06","27.0","EZ199BTR"
"1Z9842480340855371","323265","20200724","INGRAM BOOK CO","83.06","27.0","EZ199BTR"
"1Z9842480340855371","323265","20200724","INGRAM BOOK CO","83.06","27.0","EZ199BTR"
"1Z9842480340855371","323265","20200724","INGRAM BOOK CO","83.06","27.0","EZ199BTR"
"1Z9842480340855371","323265","20200724","INGRAM BOOK CO","83.06","27.0","EZ199BTR"
"1Z9842480340855371","323265","20200724","INGRAM BOOK CO","83.06","27.0","EZ199BTR"
"1Z9842480340855371","323265","20200724","INGRAM BOOK CO","83.06","27.0","EZ199BTR"
"1Z9842480341543796","321299-3","20200724","INGRAM BOOK CO","171.35","3.0","CZ157B6R"
"1Z9842480341543796","321602-3","20200724","INGRAM BOOK CO","171.35","4.0","CZ164BSR"
"1Z9842480341543796","322935-1","20200724","INGRAM BOOK CO","171.35","2.0","CZ192C8R"
"1Z9842480341543796","322588-2","20200724","INGRAM BOOK CO","171.35","4.0","CZ184C5R"
"1Z9842480341543796","321970-2","20200724","INGRAM BOOK CO","171.35","6.0","CZ171BYR"
"1Z9842480341543796","323263","20200724","INGRAM BOOK CO","171.35","10.0","CZ199BTR"
"1Z9842480341543796","323263","20200724","INGRAM BOOK CO","171.35","42.0","CZ199BTR"
"1Z9842480341543796","323263","20200724","INGRAM BOOK CO","171.35","32.0","CZ199BTR"
"1Z9842480341543796","323263","20200724","INGRAM BOOK CO","171.35","33.0","CZ199BTR"
"1Z9842480341543796","323263","20200724","INGRAM BOOK CO","171.35","27.0","CZ199BTR"
"1Z9842480341543796","323263","20200724","INGRAM BOOK CO","171.35","27.0","CZ199BTR"
"1Z9842480341543796","323263","20200724","INGRAM BOOK CO","171.35","25.0","CZ199BTR"
"1Z9842480341543796","323263","20200724","INGRAM BOOK CO","171.35","25.0","CZ199BTR"
"1Z9842480341543796","323263","20200724","INGRAM BOOK CO","171.35","25.0","CZ199BTR"
"1Z9842480341543796","323263","20200724","INGRAM BOOK CO","171.35","25.0","CZ199BTR"
"1Z9842480341543796","323263","20200724","INGRAM BOOK CO","171.35","25.0","CZ199BTR"
"1Z9842480341423951","321303-4","20200727","INGRAM BOOK CO","137.08","2.0","NZ157BMR"
"1Z9842480341423951","322937-1","20200727","INGRAM BOOK CO","137.08","11.0","NZ192BLR"
"1Z9842480341423951","322936-1","20200727","INGRAM BOOK CO","137.08","3.0","NZ192BEN"
"1Z9842480341423951","322591-3","20200727","INGRAM BOOK CO","137.08","18.0","NZ184CPR"
"1Z9842480341423951","321974-4","20200727","INGRAM BOOK CO","137.08","6.0","NZ171BNR"
"1Z9842480341423951","322302-3","20200727","INGRAM BOOK CO","137.08","10.0","NZ178BJR"
"1Z9842480341423951","322303-3","20200727","INGRAM BOOK CO","137.08","5.0","NZ178BPN"
"1Z9842480341423951","323266","20200727","INGRAM BOOK CO","137.08","12.0","NZ199BDN"
"1Z9842480341423951","321606-5","20200727","INGRAM BOOK CO","137.08","3.0","NZ164BMR"
"1Z9842480341423951","319450-3","20200727","INGRAM BOOK CO","137.08","1.0","NZ115BGN"
"1Z9842480341423951","323267","20200727","INGRAM BOOK CO","137.08","16.0","NZ199B8R"
"1Z9842480341423951","323267","20200727","INGRAM BOOK CO","137.08","33.0","NZ199B8R"
"1Z9842480341423951","323267","20200727","INGRAM BOOK CO","137.08","36.0","NZ199B8R"
"1Z9842480341423951","323267","20200727","INGRAM BOOK CO","137.08","31.0","NZ199B8R"
"1Z9842480341423951","323267","20200727","INGRAM BOOK CO","137.08","39.0","NZ199B8R"
"1Z9842480341423951","323267","20200727","INGRAM BOOK CO","137.08","27.0","NZ199B8R"
"1Z9842480341423951","323267","20200727","INGRAM BOOK CO","137.08","27.0","NZ199B8R"
"1Z9842486842640923","323514","20200727","KATIE JOHNSTONE","24.68","5.0",
"1Z9842480342756359",,"20200728","EILEEN IRELAND","29.64","41.0",
"1Z9842486840137963","323676","20200728","SIMON FRASER UNIV BOOKSTORE","41.43","23.0","CM18465"
"1Z9842480340399990","323644","20200731","INGRAM BOOK CO","148.55","25.0","CZ206B5R"
"1Z9842480340399990","323644","20200731","INGRAM BOOK CO","148.55","25.0","CZ206B5R"
"1Z9842480340399990","323644","20200731","INGRAM BOOK CO","148.55","25.0","CZ206B5R"
"1Z9842480340399990","323644","20200731","INGRAM BOOK CO","148.55","25.0","CZ206B5R"
"1Z9842480340399990","323644","20200731","INGRAM BOOK CO","148.55","25.0","CZ206B5R"
"1Z9842480340399990","323644","20200731","INGRAM BOOK CO","148.55","25.0","CZ206B5R"
"1Z9842480340399990","323644","20200731","INGRAM BOOK CO","148.55","25.0","CZ206B5R"
"1Z9842480340399990","323644","20200731","INGRAM BOOK CO","148.55","25.0","CZ206B5R"
"1Z9842480340399990","323644","20200731","INGRAM BOOK CO","148.55","25.0","CZ206B5R"
"1Z9842480340399990","323644","20200731","INGRAM BOOK CO","148.55","25.0","CZ206B5R"
"1Z9842480340399990","323644","20200731","INGRAM BOOK CO","148.55","6.0","CZ206B5R"
"1Z9842480340399990","323644","20200731","INGRAM BOOK CO","148.55","37.0","CZ206B5R"
"1Z9842480341759714","323646","20200803","INGRAM BOOK CO","83.06","15.0","EZ206BRR"
"1Z9842480341759714","323646","20200803","INGRAM BOOK CO","83.06","27.0","EZ206BRR"
"1Z9842480341759714","323646","20200803","INGRAM BOOK CO","83.06","27.0","EZ206BRR"
"1Z9842480341759714","323646","20200803","INGRAM BOOK CO","83.06","27.0","EZ206BRR"
"1Z9842480341759714","323646","20200803","INGRAM BOOK CO","83.06","27.0","EZ206BRR"
"1Z9842480341759714","323646","20200803","INGRAM BOOK CO","83.06","27.0","EZ206BRR"
"1Z9842480342267977","323647","20200803","INGRAM BOOK CO","153.17","30.0","NZ206BUR"
"1Z9842480342267977","323647","20200803","INGRAM BOOK CO","153.17","32.0","NZ206BUR"
"1Z9842480342267977","323647","20200803","INGRAM BOOK CO","153.17","40.0","NZ206BUR"
"1Z9842480342267977","323647","20200803","INGRAM BOOK CO","153.17","35.0","NZ206BUR"
"1Z9842480342267977","323647","20200803","INGRAM BOOK CO","153.17","30.0","NZ206BUR"
"1Z9842480342267977","323647","20200803","INGRAM BOOK CO","153.17","36.0","NZ206BUR"
"1Z9842480342267977","321776-2","20200803","INGRAM BOOK CO","153.17","25.0","NZ169BQN"
"1Z9842480342267977","323648","20200803","INGRAM BOOK CO","153.17","29.0","NZ206B1N"
"1Z9842480342267977","322302-4","20200803","INGRAM BOOK CO","153.17","14.0","NZ178BJR"
"1Z9842480342267977","322936-2","20200803","INGRAM BOOK CO","153.17","9.0","NZ192BEN"
"1Z9842480342267977","323266-1","20200803","INGRAM BOOK CO","153.17","5.0","NZ199BDN"
"1Z9842480342267977","320052-6","20200803","INGRAM BOOK CO","153.17","4.0","NZ129BHN"
"1Z9842480342267977","319450-4","20200803","INGRAM BOOK CO","153.17","3.0","NZ115BGN"
"1Z9842480342267977","319739-5","20200803","INGRAM BOOK CO","153.17","2.0","NZ122A8N"
"1Z9842480342267977","322303-4","20200803","INGRAM BOOK CO","153.17","2.0","NZ178BPN"
"1Z9842480342267977","323647-1","20200803","INGRAM BOOK CO","153.17","1.0","NZ206BUR"
"1Z9842480342267977","322937-2","20200803","INGRAM BOOK CO","153.17","1.0","NZ192BLR"
"1Z9842480342267977","322591-4","20200803","INGRAM BOOK CO","153.17","1.0","NZ184CPR"
"1Z9842480342267977","321303-5","20200803","INGRAM BOOK CO","153.17","1.0","NZ157BMR"
"1Z9842480342114140","323178","20200805","WHEATON COLLEGE BOOKSTORE","0.00","1.0",
"1Z9842480342963152","324281","20200805","A BOOK COMPANY LLC","0.00","11.0",
"1Z9842480340752768","324224","20200805","UNC CHAPEL HILL","0.00","16.0",
"1Z9842480342057784","324228","20200805","BINGHAMTOM UNIVERSITY B&N 738","0.00","3.0",
"1Z9842480342525198","324227","20200805","TEXAS SOUTHERN UNIV BKSTR","0.00","3.0",
"1Z9842480340269817","324207","20200805","UNIV OF LOUISVILLE F-1543","0.00","1.0",
"1Z9842480342000834","324284","20200805","UNI BOOKSTORE","9.35","5.0",
"1Z9842480342126253","323885","20200805","UNIV AT ALBANY BOOKSTORE","8.76","3.0",
"1Z9842480340701867","319279-1","20200805","SEMINARY CO-OP BKSTR, INC","8.77","1.0",
"1Z9842480341730306","316644-1","20200805","MCNALLY JACKSON SEAPORT LLC","8.77","1.0",
"1Z9842480340548917","324199","20200805","AKADEMOS","8.76","3.0",
"1Z9842480342531930","324280","20200805","BRODART CO","0.00","3.0",
"1Z9842480341448345","322197-2","20200805","GULF OF MAINE BOOKS","8.77","1.0","984"
"1Z9842480341349354","324226","20200805","THE BOOKIE","0.00","1.0",
"1Z9842480341310966","322808","20200805","BRODART CO","0.00","2.0",
"1Z9842480341969176","324225","20200805","WISHING TREE BOOKS","9.56","10.0",
"1Z9842480340119989","324283","20200805","SEMINARY CO-OP BKSTR, INC","10.55","7.0",
"1Z9842480341319396","324229","20200805","UNIV OF SANTA CLARA CAMPUS BOOKSTOR","0.00","30.0",
"1Z9842480342483402","324286","20200805","SLU BOOKSTORE","21.61","21.0",
"1Z9842480340769223","324194","20200805","WOODLAND PATTERN","23.92","18.0",
"1Z9842486842906495","324312","20200806","JANCIE CREANEY","23.93","4.0",
